index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
833,Virginia,2018-19,Ashlawn Elementary,,,Arlington,Arlington,131,-1,94.7,,2.29,
834,Virginia,2018-19,Beech Tree Elementary,,,Fairfax,Fairfax,75,-1,94.7,,1.33,
835,Virginia,2018-19,Berkeley Elementary,,,Spotsylvania,Rappahannock,38,-1,94.7,2.63,,
836,Virginia,2018-19,Chesterbrook Academy - Sterling,,,Loudoun,Loudoun,19,-1,94.7,5.26,,
837,Virginia,2018-19,Christopher C Kraft Elementary,,,Hampton City,Hampton,75,-1,94.7,,1.33,
838,Virginia,2018-19,Evergreen Mill Elem,,,Loudoun,Loudoun,76,-1,94.7,1.32,,
839,Virginia,2018-19,Glenwood Elementary,,,Virginia Beach City,Virginia Beach,133,-1,94.7,1.5,,
840,Virginia,2018-19,Golden Pond School,,,Loudoun,Loudoun,19,-1,94.7,5.26,,
841,Virginia,2018-19,Hickory Elementary,,,Chesapeake City,Chesapeake,57,-1,94.7,,,
842,Virginia,2018-19,LePort Montessori Herndon,,,Fairfax,Fairfax,19,-1,94.7,5.26,,
843,Virginia,2018-19,P. B. Smith Elementary,,,Fauquier,Rappahannock/Rapidan,57,-1,94.7,3.51,,
844,Virginia,2018-19,Rocky Run Elem,,,Stafford,Rappahannock,131,-1,94.7,3.05,,
845,Virginia,2018-19,St. Ann School,,,Arlington,Arlington,19,-1,94.7,5.26,,
846,Virginia,2018-19,Temperance Elementary,,,Amherst,Central Virginia,19,-1,94.7,5.26,,
847,Virginia,2018-19,Tuckahoe Elementary,,,Arlington,Arlington,94,-1,94.7,2.13,1.06,
848,Virginia,2018-19,William Fox Elementary,,,Richmond City,Richmond,76,-1,94.7,1.32,,
849,Virginia,2018-19,Countryside Elementary,,,Loudoun,Loudoun,112,-1,94.6,1.79,,
850,Virginia,2018-19,GOOCHLAND Elementary,,,Goochland,Chickahominy,56,-1,94.6,5.36,,
851,Virginia,2018-19,Harrison Road Elementary,,,Spotsylvania,Rappahannock,111,-1,94.6,1.8,,
852,Virginia,2018-19,Margaret Brent Elementary,,,Stafford,Rappahannock,130,-1,94.6,1.54,,
853,Virginia,2018-19,Nuckols Farm Elem,,,Henrico,Henrico,92,-1,94.6,5.43,,
854,Virginia,2018-19,Parklawn Elementary,,,Fairfax,Fairfax,92,-1,94.6,1.09,1.09,
855,Virginia,2018-19,Troutville Elementary,,,Botetourt,Alleghany,37,-1,94.6,2.7,,
856,Virginia,2018-19,Waterman Elementary,,,Harrisonburg City,Central Shenandoah,93,-1,94.6,3.23,,
857,Virginia,2018-19,G. H. Reid Elementary,,,Richmond City,Richmond,128,-1,94.5,0.78,,
858,Virginia,2018-19,Larchmont Elementary,,,Norfolk City,Norfolk,109,-1,94.5,0.92,,
859,Virginia,2018-19,Stonewall Elementary,,,Frederick,Lord Fairfax,110,-1,94.5,2.73,,
860,Virginia,2018-19,Accawmacke Elem,,,Accomack,Eastern Shore,72,-1,94.4,,,
861,Virginia,2018-19,Barcroft Elementary,,,Arlington,Arlington,71,-1,94.4,,,
862,Virginia,2018-19,Battlefield Elementary,,,Spotsylvania,Rappahannock,107,-1,94.4,1.87,0.93,
863,Virginia,2018-19,C. Hunter Ritchie Elementary,,,Fauquier,Rappahannock/Rapidan,71,-1,94.4,,,
864,Virginia,2018-19,Catoctin Elementary,,,Loudoun,Loudoun,108,-1,94.4,,,
865,Virginia,2018-19,Central Virginia Christian School,,,Buckingham,Piedmont,18,-1,94.4,5.56,,
866,Virginia,2018-19,Chancellor Elementary,,,Spotsylvania,Rappahannock,54,-1,94.4,1.85,,
867,Virginia,2018-19,Coeburn Primary,,,Wise,Lenowisco,89,-1,94.4,,,
868,Virginia,2018-19,Guardian Christian Academy,,,Chesterfield,Chesterfield,36,-1,94.4,2.78,,
869,Virginia,2018-19,Hampton Oaks Elementary,,,Stafford,Rappahannock,108,-1,94.4,,,
870,Virginia,2018-19,Kempsville Meadows Elementary,,,Virginia Beach City,Virginia Beach,71,-1,94.4,4.23,,
871,Virginia,2018-19,Leslie Fox Keyser Elementary,,,Warren,Lord Fairfax,90,-1,94.4,3.33,1.11,
872,Virginia,2018-19,Matthew Whaley Elementary,,,Williamsburg City,Peninsula,108,-1,94.4,1.85,,
873,Virginia,2018-19,Meadowland Elementary,,,Loudoun,Loudoun,72,-1,94.4,,,
874,Virginia,2018-19,Spring Hill Elementary,,,Fairfax,Fairfax,125,-1,94.4,0.8,4,
875,Virginia,2018-19,Thelma Crenshaw Elementary,,,Chesterfield,Chesterfield,125,-1,94.4,4.8,,
876,Virginia,2018-19,Tidewater Academy,,,Sussex,Crater,18,-1,94.4,5.56,,
877,Virginia,2018-19,Cassell Elementary,,,Augusta,Central Shenandoah,88,-1,94.3,,,
878,Virginia,2018-19,Creekside Elem,,,Suffolk City,Western Tidewater,105,-1,94.3,1.9,,
879,Virginia,2018-19,David A. Dutrow Elementary,,,Newport News City,Peninsula,88,-1,94.3,5.68,,
880,Virginia,2018-19,James River Elementary,,,Williamsburg City,Peninsula,70,-1,94.3,1.43,,
881,Virginia,2018-19,L. F. Palmer Elementary,,,Newport News City,Peninsula,53,-1,94.3,1.89,,
882,Virginia,2018-19,Max Meadows Elementary,,,Wythe,Mount Rogers,35,-1,94.3,2.86,,
883,Virginia,2018-19,Oak Hill Elementary,,,Fairfax,Fairfax,70,-1,94.3,1.43,1.43,
884,Virginia,2018-19,Patrick Springs Elementary,,,Patrick,West Piedmont,53,-1,94.3,3.77,,
885,Virginia,2018-19,Spotswood Elementary,,,Harrisonburg City,Central Shenandoah,70,-1,94.3,,,
886,Virginia,2018-19,Terraset Elementary,,,Fairfax,Fairfax,88,-1,94.3,2.27,1.14,
887,Virginia,2018-19,Algonkian Elementary,,,Loudoun,Loudoun,69,-1,94.2,2.9,1.45,
888,Virginia,2018-19,Carlin Springs,,,Arlington,Arlington,86,-1,94.2,,,
889,Virginia,2018-19,Chamberlayne Elementary,,,Henrico,Henrico,52,-1,94.2,,,
890,Virginia,2018-19,Mt. View Elementary,,,Alleghany,Alleghany,69,-1,94.2,,,
891,Virginia,2018-19,New Castle Elementary,,,Virginia Beach City,Virginia Beach,86,-1,94.2,4.65,,
892,Virginia,2018-19,New Kent Elementary,,,New Kent,Chickahominy,103,-1,94.2,1.94,,
893,Virginia,2018-19,Belfast Elementary,,,Russell,Cumberland Plateau,17,-1,94.1,5.88,,
894,Virginia,2018-19,Breckinridge Elementary,,,Botetourt,Alleghany,34,-1,94.1,2.94,,
895,Virginia,2018-19,Chesterbrook Academy - Chantilly,,,Fairfax,Fairfax,17,-1,94.1,,,
896,Virginia,2018-19,Churchland Academy,,,Portsmouth City,Portsmouth,118,-1,94.1,4.24,,
897,Virginia,2018-19,Faith Christian School,,,Roanoke,Alleghany,17,-1,94.1,5.88,,
898,Virginia,2018-19,Frederick Douglass Elem,,,Loudoun,Loudoun,118,-1,94.1,1.69,,
899,Virginia,2018-19,Greenbrier Elementary,,,Charlottesville City,Thomas Jefferson,68,-1,94.1,1.47,,
900,Virginia,2018-19,Henry D. Ward Elementary,,,Henrico,Henrico,68,-1,94.1,1.47,1.47,
901,Virginia,2018-19,Holy Spirit Catholic School,,,Fairfax,Fairfax,34,-1,94.1,5.88,,
902,Virginia,2018-19,Patrick Copeland Elementary,,,Hopewell City,Crater,135,-1,94.1,2.22,,
903,Virginia,2018-19,Richard T. Yates Elementary,,,Newport News City,Peninsula,51,-1,94.1,1.96,,
904,Virginia,2018-19,Rosemont Forest Elementary,,,Virginia Beach City,Virginia Beach,68,-1,94.1,,,
905,Virginia,2018-19,Sacred Heart School,,,Danville City,Pittsylvania/Danville,17,-1,94.1,,,
906,Virginia,2018-19,Swansboro Elementary,,,Richmond City,Richmond,34,-1,94.1,,,
907,Virginia,2018-19,The Williams School,,,Norfolk City,Norfolk,17,-1,94.1,5.88,,
908,Virginia,2018-19,Creighton's Corner Elem,,,Loudoun,Loudoun,200,-1,94,2,1,
909,Virginia,2018-19,Gilbert Linkous Elementary,,,Montgomery,New River,50,-1,94,2,,
910,Virginia,2018-19,GRANGE HALL ELEMENTARY,,,Chesterfield,Chesterfield,149,-1,94,2.68,,
911,Virginia,2018-19,James G. Brumfield Elem,,,Fauquier,Rappahannock/Rapidan,84,-1,94,1.19,1.19,
912,Virginia,2018-19,King Abdullah Academy,,,Fairfax,Fairfax,83,-1,94,6.02,,
913,Virginia,2018-19,Sycolin Creek Elem,,,Loudoun,Loudoun,84,-1,94,2.38,,
914,Virginia,2018-19,Cople Elementary,,,Westmoreland,Three Rivers,66,-1,93.9,1.52,,
915,Virginia,2018-19,Duffield-Pattonsville Primary,,,Scott,Lenowisco,49,-1,93.9,,,
916,Virginia,2018-19,Fallon Park Elementary,,,Roanoke City,Roanoke,99,-1,93.9,1.01,,
917,Virginia,2018-19,Forest Grove Elementary,,,Loudoun,Loudoun,82,-1,93.9,,,
918,Virginia,2018-19,Frances Hazel Reid Elementary,,,Loudoun,Loudoun,99,-1,93.9,1.01,,
919,Virginia,2018-19,Oakland Elementary,,,Carroll,Mount Rogers,33,-1,93.9,,,
920,Virginia,2018-19,Parkway Elementary,,,Virginia Beach City,Virginia Beach,82,-1,93.9,,,
921,Virginia,2018-19,Pleasant Valley Elementary,,,Rockingham,Central Shenandoah,33,-1,93.9,6.06,,
922,Virginia,2018-19,Suburban Park Elementary,,,Norfolk City,Norfolk,98,-1,93.9,,,
923,Virginia,2018-19,T. Clay Wood Elementary,,,Prince William,Prince William,132,-1,93.9,0.76,,
924,Virginia,2018-19,Tye River Elementary,,,Nelson,Thomas Jefferson,66,-1,93.9,,,
925,Virginia,2018-19,Virginia Academy,,,Loudoun,Loudoun,33,-1,93.9,6.06,,
926,Virginia,2018-19,Alberta Smith Elementary,,,Chesterfield,Chesterfield,97,-1,93.8,,3.09,
927,Virginia,2018-19,Aldie Elementary,,,Loudoun,Loudoun,16,-1,93.8,6.25,,
928,Virginia,2018-19,Boones Mill Elementary,,,Franklin,West Piedmont,48,-1,93.8,4.17,,
929,Virginia,2018-19,Bren Mar Park Elementary,,,Fairfax,Fairfax,81,-1,93.8,1.23,,
930,Virginia,2018-19,Check Elementary,,,Floyd,New River,32,-1,93.8,3.13,,
931,Virginia,2018-19,Conway Elementary,,,Stafford,Rappahannock,112,-1,93.8,0.89,0.89,
932,Virginia,2018-19,Denbigh Baptist Christian School,,,Newport News City,Peninsula,16,-1,93.8,,,
933,Virginia,2018-19,Discovery Elem,,,Loudoun,Loudoun,112,-1,93.8,3.57,,
934,Virginia,2018-19,Dumbarton Elementary,,,Henrico,Henrico,113,-1,93.8,,0.88,
935,Virginia,2018-19,Ferry Farm Elementary,,,Stafford,Rappahannock,96,-1,93.8,,,
936,Virginia,2018-19,Grace Preparatory School,,,Stafford,Rappahannock,16,-1,93.8,6.25,,
937,Virginia,2018-19,Hampton Christian Elem,,,Hampton City,Hampton,16,-1,93.8,6.25,,
938,Virginia,2018-19,Jane H. Bryan Elementary,,,Hampton City,Hampton,64,-1,93.8,3.13,,
939,Virginia,2018-19,LePort Montessori School Broadlands,,,Loudoun,Loudoun,16,-1,93.8,6.25,,
940,Virginia,2018-19,Manassas Christian School,,,Manassas Park City,Prince William,16,-1,93.8,,,
941,Virginia,2018-19,Orchard View Elem,,,Frederick,Lord Fairfax,97,-1,93.8,2.06,,
942,Virginia,2018-19,Prince William Academy,,,Prince William,Prince William,16,-1,93.8,6.25,,
943,Virginia,2018-19,Rockhill Elementary,,,Stafford,Rappahannock,97,-1,93.8,2.06,,
944,Virginia,2018-19,St. Andrewâ€™s School,,,Richmond City,Richmond,16,-1,93.8,6.25,,
945,Virginia,2018-19,Tallwood Elementary,,,Virginia Beach City,Virginia Beach,80,-1,93.8,5,,
946,Virginia,2018-19,Thoroughgood Elementary,,,Virginia Beach City,Virginia Beach,97,-1,93.8,1.03,,
947,Virginia,2018-19,Totaro Elementary,,,Brunswick,Southside,48,-1,93.8,4.17,,
948,Virginia,2018-19,Archer Elementary,,,Fairfax,Fairfax,63,-1,93.7,1.59,3.17,
949,Virginia,2018-19,Dumfries Elementary,,,Prince William,Prince William,63,-1,93.7,,1.59,
950,Virginia,2018-19,Madison Heights Elementary,,,Amherst,Central Virginia,63,-1,93.7,1.59,,
951,Virginia,2018-19,Pembroke Meadows Elementary,,,Virginia Beach City,Virginia Beach,95,-1,93.7,1.05,2.11,
952,Virginia,2018-19,Pinebrook Elementary,,,Loudoun,Loudoun,126,-1,93.7,,,
953,Virginia,2018-19,Thomas Jefferson Elementary,,,Bedford,Central Virginia,79,-1,93.7,2.53,3.8,
954,Virginia,2018-19,Gainesboro Elementary,,,Frederick,Lord Fairfax,78,-1,93.6,5.13,,
955,Virginia,2018-19,Richmond County Elem/Middle,,,Richmond,Three Rivers,78,-1,93.6,1.28,,
956,Virginia,2018-19,B. C. Charles Elementary,,,Newport News City,Peninsula,46,-1,93.5,6.52,,
957,Virginia,2018-19,Bethel Elementary,,,Gloucester,Three Rivers,62,-1,93.5,3.23,,
958,Virginia,2018-19,Big Island Elementary,,,Bedford,Central Virginia,31,-1,93.5,,,
959,Virginia,2018-19,Birdneck Elementary,,,Virginia Beach City,Virginia Beach,123,-1,93.5,1.63,,
960,Virginia,2018-19,Eureka Elementary,,,Charlotte,Piedmont,77,-1,93.5,,,
961,Virginia,2018-19,Garfield Elementary,,,Fairfax,Fairfax,46,-1,93.5,,,
962,Virginia,2018-19,Lacey Spring Elementary,,,Rockingham,Central Shenandoah,31,-1,93.5,6.45,,
963,Virginia,2018-19,Laurel Hill Elem,,,Fairfax,Fairfax,93,-1,93.5,3.23,,
964,Virginia,2018-19,Marumsco Hills Elementary,,,Prince William,Prince William,107,-1,93.5,,,
965,Virginia,2018-19,Richard Bowling Elem,,,Norfolk City,Norfolk,62,-1,93.5,,,
966,Virginia,2018-19,South River Elementary,,,Rockingham,Central Shenandoah,46,-1,93.5,6.52,,
967,Virginia,2018-19,Stanleytown Elementary,,,Henry,West Piedmont,46,-1,93.5,,,
968,Virginia,2018-19,Sutherland Elementary,,,Dinwiddie,Crater,107,-1,93.5,1.87,0.93,
969,Virginia,2018-19,Venable Elementary,,,Charlottesville City,Thomas Jefferson,62,-1,93.5,,,
970,Virginia,2018-19,Widewater Elementary,,,Stafford,Rappahannock,124,-1,93.5,0.81,,
971,Virginia,2018-19,GLENKIRK ELEMENTARY,,,Prince William,Prince William,106,-1,93.4,,,
972,Virginia,2018-19,Seven Pines Elementary,,,Henrico,Henrico,76,-1,93.4,5.26,,
973,Virginia,2018-19,South Salem Elementary,,,Salem City,Alleghany,61,-1,93.4,3.28,1.64,
974,Virginia,2018-19,Armstrong Elementary,,,Hampton City,Hampton,45,-1,93.3,4.44,,
975,Virginia,2018-19,Botetourt Elementary,,,Gloucester,Three Rivers,90,-1,93.3,2.22,,
976,Virginia,2018-19,Central Christian Academy,,,Portsmouth City,Portsmouth,15,-1,93.3,,,
977,Virginia,2018-19,Cool Spring Elem,,,Hanover,Chickahominy,105,-1,93.3,1.9,,
978,Virginia,2018-19,Elijah House Academy,,,Richmond City,Richmond,15,-1,93.3,,,
979,Virginia,2018-19,Joseph H. Saunders Elementary,,,Newport News City,Peninsula,134,-1,93.3,2.99,0.75,
980,Virginia,2018-19,LePort Chantilly,,,Fairfax,Fairfax,15,-1,93.3,6.67,,
981,Virginia,2018-19,Lyles-Crouch Elementary,,,Alexandria City,Alexandria,104,-1,93.3,1.92,4.81,
982,Virginia,2018-19,Monterey Elementary,,,Roanoke City,Roanoke,89,-1,93.3,,,
983,Virginia,2018-19,Ressie Jeffries Elementary,,,Warren,Lord Fairfax,90,-1,93.3,1.11,2.22,
984,Virginia,2018-19,St. Timothy School,,,Fairfax,Fairfax,75,-1,93.3,2.67,1.33,
985,Virginia,2018-19,Sweethaven Christian Academy,,,Portsmouth City,Portsmouth,30,-1,93.3,,,
986,Virginia,2018-19,A.W.E. Bassette Elementary,,,Hampton City,Hampton,73,-1,93.2,1.37,,
987,Virginia,2018-19,Groveton Elementary,,,Fairfax,Fairfax,117,-1,93.2,,,
988,Virginia,2018-19,Mccleary Elementary,,,Craig,Alleghany,44,-1,93.2,,,
989,Virginia,2018-19,Shelton Park Elementary,,,Virginia Beach City,Virginia Beach,73,-1,93.2,1.37,1.37,
990,Virginia,2018-19,Yorkshire Elementary,,,Prince William,Prince William,118,-1,93.2,1.69,0.85,
991,Virginia,2018-19,Cool Spring Elementary,,,Loudoun,Loudoun,101,-1,93.1,0.99,,
992,Virginia,2018-19,General Stanford Elementary,,,Newport News City,Peninsula,101,-1,93.1,0.99,2.97,
993,Virginia,2018-19,Margaret M. Pierce Elementary,,,Fauquier,Rappahannock/Rapidan,87,-1,93.1,2.3,,
994,Virginia,2018-19,Maybeury Elementary,,,Henrico,Henrico,101,-1,93.1,0.99,1.98,
995,Virginia,2018-19,Rural Retreat Elementary,,,Wythe,Mount Rogers,58,-1,93.1,,,
996,Virginia,2018-19,Southwestern Elementary,,,Chesapeake City,Chesapeake,101,-1,93.1,0.99,,
997,Virginia,2018-19,Star of the Sea School,,,Virginia Beach City,Virginia Beach,29,-1,93.1,6.9,,
998,Virginia,2018-19,Stone Robinson Elementary,,,Albemarle,Thomas Jefferson,72,-1,93.1,6.94,,
999,Virginia,2018-19,The Goddard School - Rivers Bend,,,Chesterfield,Chesterfield,29,-1,93.1,6.9,,
1000,Virginia,2018-19,C. M. Bradley Elementary,,,Fauquier,Rappahannock/Rapidan,57,-1,93,,1.75,
1001,Virginia,2018-19,Robert E. Lee Elementary,,,Spotsylvania,Rappahannock,71,-1,93,4.23,,
1002,Virginia,2018-19,Bedford Primary,,,Bedford,Central Virginia,141,-1,92.9,2.84,0.71,
1003,Virginia,2018-19,Blackwell Elementary,,,Richmond City,Richmond,56,-1,92.9,,,
1004,Virginia,2018-19,Churchville Elementary,,,Augusta,Central Shenandoah,70,-1,92.9,2.86,,
1005,Virginia,2018-19,Cloverdale Elementary,,,Botetourt,Alleghany,42,-1,92.9,2.38,,
1006,Virginia,2018-19,Jacobs Road Elementary,,,Chesterfield,Chesterfield,126,-1,92.9,1.59,,
1007,Virginia,2018-19,Linville-Edom Elementary,,,Rockingham,Central Shenandoah,28,-1,92.9,7.14,,
1008,Virginia,2018-19,Meadville Elementary,,,Halifax,Southside,28,-1,92.9,3.57,,
1009,Virginia,2018-19,Preston Park Primary,,,Roanoke City,Roanoke,84,-1,92.9,,,
1010,Virginia,2018-19,Regents School of Charlottesville,,,Charlottesville City,Thomas Jefferson,14,-1,92.9,7.14,,
1011,Virginia,2018-19,Skipwith Elementary,,,Henrico,Henrico,85,-1,92.9,1.18,1.18,
1012,Virginia,2018-19,St. Joseph School-Herndon,,,Fairfax,Fairfax,56,-1,92.9,1.79,,
1013,Virginia,2018-19,Word of Life Christian Academy,,,Fairfax,Fairfax,14,-1,92.9,7.14,,
1014,Virginia,2018-19,Kiln Creek Elementary,,,Newport News City,Peninsula,111,-1,92.8,3.6,0.9,
1015,Virginia,2018-19,Salem Elementary School,,,Virginia Beach City,Virginia Beach,69,-1,92.8,1.45,,
1016,Virginia,2018-19,Broadus Wood Elementary,,,Albemarle,Thomas Jefferson,41,-1,92.7,,,
1017,Virginia,2018-19,Courthouse Road Elementary,,,Spotsylvania,Rappahannock,123,-1,92.7,0.81,0.81,
1018,Virginia,2018-19,Landstown Elementary,,,Virginia Beach City,Virginia Beach,109,-1,92.7,1.83,,
1019,Virginia,2018-19,West Springfield Elementary,,,Fairfax,Fairfax,82,-1,92.7,4.88,,
1020,Virginia,2018-19,Aberdeen Elementary,,,Hampton City,Hampton,81,-1,92.6,4.94,,
1021,Virginia,2018-19,Alfred S. Forrest Elementary,,,Hampton City,Hampton,95,-1,92.6,2.11,,
1022,Virginia,2018-19,Campbell Elementary,,,Arlington,Arlington,81,-1,92.6,1.23,,
1023,Virginia,2018-19,Edwin W. Chittum Elementary,,,Chesapeake City,Chesapeake,95,-1,92.6,2.11,,
1024,Virginia,2018-19,Glenvar Elementary,,,Roanoke,Alleghany,68,-1,92.6,,,
1025,Virginia,2018-19,John Adams Elementary,,,Alexandria City,Alexandria,121,-1,92.6,,,
1026,Virginia,2018-19,John W. Wayland Elementary,,,Rockingham,Central Shenandoah,81,-1,92.6,3.7,,
1027,Virginia,2018-19,Mountain View Elementary,,,Roanoke,Alleghany,54,-1,92.6,3.7,,
1028,Virginia,2018-19,Riverside Elementary,,,Fairfax,Fairfax,95,-1,92.6,1.05,,
1029,Virginia,2018-19,T. Ryland Sanford Elementary,,,Newport News City,Peninsula,68,-1,92.6,,,
1030,Virginia,2018-19,Thurgood Marshall Elementary,,,Prince William,Prince William,95,-1,92.6,,1.05,
1031,Virginia,2018-19,Boonsboro Elementary,,,Bedford,Central Virginia,53,-1,92.5,5.66,,
1032,Virginia,2018-19,Churchill Road Elementary,,,Fairfax,Fairfax,67,-1,92.5,1.49,2.99,
1033,Virginia,2018-19,George F. Baker Elementary,,,Henrico,Henrico,67,-1,92.5,2.99,1.49,
1034,Virginia,2018-19,Immanuel Christian School,,,Fairfax,Fairfax,40,-1,92.5,7.5,,
1035,Virginia,2018-19,J. B. Fisher Elementary,,,Richmond City,Richmond,53,-1,92.5,7.55,,
1036,Virginia,2018-19,Longdale Elementary,,,Henrico,Henrico,80,-1,92.5,,,
1037,Virginia,2018-19,North River Elementary,,,Augusta,Central Shenandoah,40,-1,92.5,7.5,,
1038,Virginia,2018-19,Fort Hunt Elementary,,,Fairfax,Fairfax,66,-1,92.4,4.55,,
1039,Virginia,2018-19,Grandin Court Elementary,,,Roanoke City,Roanoke,79,-1,92.4,,,
1040,Virginia,2018-19,Kate Waller Barrett Elem,,,Stafford,Rappahannock,118,-1,92.4,3.39,,
1041,Virginia,2018-19,Paul Burbank Elementary,,,Hampton City,Hampton,66,-1,92.4,1.52,,
1042,Virginia,2018-19,Rena B. Wright Primary,,,Chesapeake City,Chesapeake,105,-1,92.4,0.95,,
1043,Virginia,2018-19,Westhaven Elementary,,,Portsmouth City,Portsmouth,79,-1,92.4,1.27,1.27,
1044,Virginia,2018-19,Bacon District Elementary,,,Charlotte,Piedmont,26,-1,92.3,,7.69,
1045,Virginia,2018-19,Beulah Elementary,,,Chesterfield,Chesterfield,156,-1,92.3,0.64,,
1046,Virginia,2018-19,Buckland Mills Elem,,,Prince William,Prince William,104,-1,92.3,4.81,,
1047,Virginia,2018-19,Montessori School of McLean,,,Fairfax,Fairfax,26,-1,92.3,,,
1048,Virginia,2018-19,Peabody School,,,Albemarle,Thomas Jefferson,13,-1,92.3,,,
1049,Virginia,2018-19,Summit Christian Academy,,,Newport News City,Peninsula,13,-1,92.3,7.69,,
1050,Virginia,2018-19,Swords Creek Elementary,,,Russell,Cumberland Plateau,13,-1,92.3,,,
1051,Virginia,2018-19,E. Wilson Morrison Elementary,,,Warren,Lord Fairfax,64,-1,92.2,7.81,,
1052,Virginia,2018-19,Garrisonville Elementary,,,Stafford,Rappahannock,90,-1,92.2,3.33,1.11,
1053,Virginia,2018-19,Sheffield Elementary,,,Lynchburg City,Central Virginia,51,-1,92.2,3.92,,
1054,Virginia,2018-19,West Point Elementary,,,New Kent,Three Rivers,51,-1,92.2,,,
1055,Virginia,2018-19,Armstrong Elementary,,,Fairfax,Fairfax,63,-1,92.1,,1.59,
1056,Virginia,2018-19,Greenbriar West Elementary,,,Fairfax,Fairfax,63,-1,92.1,1.59,,
1057,Virginia,2018-19,Meriwether Lewis Elementary,,,Albemarle,Thomas Jefferson,63,-1,92.1,3.17,,
1058,Virginia,2018-19,Overby-Sheppard Elementary,,,Richmond City,Richmond,76,-1,92.1,,,
1059,Virginia,2018-19,Patrick Henry Elementary,,,Alexandria City,Alexandria,139,-1,92.1,,2.88,
1060,Virginia,2018-19,St. Paul Elementary,,,Wise,Lenowisco,38,-1,92.1,,,
1061,Virginia,2018-19,St. Veronica Catholic School,,,Fairfax,Fairfax,38,-1,92.1,2.63,,
1062,Virginia,2018-19,Union Primary School,,,Wise,Lenowisco,140,-1,92.1,,,
1063,Virginia,2018-19,Achievable Dream Academy,,,Newport News City,Peninsula,113,-1,92,0.88,5.31,
1064,Virginia,2018-19,Hunt Valley Elementary,,,Fairfax,Fairfax,100,-1,92,,,
1065,Virginia,2018-19,Little Run Elementary,,,Fairfax,Fairfax,25,-1,92,,,
1066,Virginia,2018-19,Moorefield Station Elementary,,,Loudoun,Loudoun,138,-1,92,3.62,0.72,
1067,Virginia,2018-19,Pioneer Elementary,,,Suffolk City,Western Tidewater,87,-1,92,4.6,,
1068,Virginia,2018-19,Rosa Lee Carter Elem,,,Loudoun,Loudoun,137,-1,92,2.92,2.19,
1069,Virginia,2018-19,Stuarts Draft Elementary,,,Augusta,Central Shenandoah,87,-1,92,1.15,,
1070,Virginia,2018-19,Evergreen Elementary,,,Chesterfield,Chesterfield,172,-1,91.9,3.49,,
1071,Virginia,2018-19,Jouett Elementary,,,Louisa,Thomas Jefferson,99,-1,91.9,1.01,,
1072,Virginia,2018-19,Otter River Elementary,,,Bedford,Central Virginia,37,-1,91.9,8.11,,
1073,Virginia,2018-19,Providence Elementary,,,Fairfax,Fairfax,124,-1,91.9,0.81,1.61,
1074,Virginia,2018-19,Woodbrook Elementary,,,Albemarle,Thomas Jefferson,86,-1,91.9,,,
1075,Virginia,2018-19,Powhatan Elementary,,,Powhatan,Chesterfield,73,-1,91.8,2.74,,
1076,Virginia,2018-19,Burgundy Farm Country Day School,,,Fairfax,Fairfax,24,-1,91.7,4.17,4.17,
1077,Virginia,2018-19,Eagle View Elementary,,,Fairfax,Fairfax,84,-1,91.7,,,
1078,Virginia,2018-19,Hillsboro Charter Academy,,,Loudoun,Loudoun,24,-1,91.7,8.33,,
1079,Virginia,2018-19,Lee Hill Elementary,,,Spotsylvania,Rappahannock,109,-1,91.7,0.92,,
1080,Virginia,2018-19,Stewartsville Elementary,,,Bedford,Central Virginia,48,-1,91.7,4.17,,
1081,Virginia,2018-19,Stony Point Elementary,,,Albemarle,Thomas Jefferson,36,-1,91.7,5.56,,
1082,Virginia,2018-19,Stuart Hall,,,Staunton City,Central Shenandoah,12,-1,91.7,8.33,,
1083,Virginia,2018-19,Waterford Elementary,,,Loudoun,Loudoun,24,-1,91.7,8.33,,
1084,Virginia,2018-19,William Mason Cooper Elem,,,Hampton City,Hampton,60,-1,91.7,1.67,,
1085,Virginia,2018-19,Baker-Butler Elem,,,Albemarle,Thomas Jefferson,107,-1,91.6,3.74,,
1086,Virginia,2018-19,Indian Hollow Elementary,,,Frederick,Lord Fairfax,71,-1,91.5,2.82,,
1087,Virginia,2018-19,Oliver C. Greenwood Elementary,,,Newport News City,Peninsula,118,-1,91.5,1.69,2.54,
1088,Virginia,2018-19,Pearl Sample Elementary,,,Culpeper,Rappahannock/Rapidan,82,-1,91.5,2.44,1.22,
1089,Virginia,2018-19,Spotswood Elementary,,,Spotsylvania,Rappahannock,82,-1,91.5,2.44,,
1090,Virginia,2018-19,Three Oaks Elem,,,Virginia Beach City,Virginia Beach,94,-1,91.5,4.26,1.06,
1091,Virginia,2018-19,Clover Hill Elementary,,,Chesterfield,Chesterfield,116,-1,91.4,1.72,0.86,
1092,Virginia,2018-19,Deep Creek Central Elementary,,,Chesapeake City,Chesapeake,105,-1,91.4,4.76,,
1093,Virginia,2018-19,Greenbrier Christian Academy,,,Chesapeake City,Chesapeake,35,-1,91.4,,,
1094,Virginia,2018-19,Richlands Elementary,,,Tazewell,Cumberland Plateau,93,-1,91.4,1.08,,
1095,Virginia,2018-19,Shoemaker Elementary,,,Scott,Lenowisco,81,-1,91.4,,,
1096,Virginia,2018-19,St. Michael's Academy,,,Prince William,Prince William,35,-1,91.4,8.57,,
