,state,name,type,city,county,enroll,mmr,overall,xrel,xmed,xper
40689,Texas,St. John's Episcopal School Abilene,,,Taylor,119.07,92.0,92.06,4.33,2.57,7.04
40690,Texas,Tekoa Academy Of Accelerated Studies,,,Jefferson,119.07,92.0,92.06,4.33,2.57,7.04
40691,Texas,Legacy Christian Academy,,,Collin,119.07,91.94,92.06,4.33,2.57,7.04
40692,Texas,New Braunfels Christian Academy,,,Comal,119.07,91.89,92.06,4.33,2.57,7.04
40693,Texas,Silverline Montessori,,,Brazoria,119.07,91.89,92.06,4.33,2.57,7.04
40694,Texas,The Kipling,,,Harris,119.07,91.89,92.06,4.33,2.57,7.04
40695,Texas,Angelo Catholic,,,Tom Green,119.07,91.67,92.06,4.33,2.57,7.04
40696,Texas,Calvary Christian,,,Cameron,119.07,91.67,92.06,4.33,2.57,7.04
40697,Texas,Community Christian School-Orange,,,Orange,119.07,91.67,92.06,4.33,2.57,7.04
40698,Texas,Primrose School At Heritage,,,Tarrant,119.07,91.67,92.06,4.33,2.57,7.04
40699,Texas,Rainard School For Gifted Students,,,Harris,119.07,91.67,92.06,4.33,2.57,7.04
40700,Texas,Regents Academy,,,Nacogdoches,119.07,91.67,92.06,4.33,2.57,7.04
40701,Texas,Round Rock Christian Academy,,,Williamson,119.07,91.67,92.06,4.33,2.57,7.04
40702,Texas,Spell Well Montessori,,,Harris,119.07,91.67,92.06,4.33,2.57,7.04
40703,Texas,The Banff,,,Harris,119.07,91.67,92.06,4.33,2.57,7.04
40704,Texas,The Branch,,,Harris,119.07,91.67,92.06,4.33,2.57,7.04
40705,Texas,University Of Houston Charter,,,Harris,119.07,91.67,92.06,4.33,2.57,7.04
40706,Texas,Wesley Prep,,,Dallas,119.07,91.49,92.06,4.33,2.57,7.04
40707,Texas,Montessori For All,,,Travis,119.07,91.38,92.06,4.33,2.57,7.04
40708,Texas,High Point Academy,,,Tarrant,119.07,91.35,92.06,4.33,2.57,7.04
40709,Texas,Lifegate Christian,,,Guadalupe,119.07,90.91,92.06,4.33,2.57,7.04
40710,Texas,Pioneer Technology & Arts Academy,,,Dallas,119.07,90.91,92.06,4.33,2.57,7.04
40711,Texas,Gateway Charter Academy,,,Dallas,119.07,90.67,92.06,4.33,2.57,7.04
40712,Texas,Lumin Education,,,Dallas,119.07,90.57,92.06,4.33,2.57,7.04
40713,Texas,Clear Lake Christian,,,Harris,119.07,90.48,92.06,4.33,2.57,7.04
40714,Texas,The Kessler,,,Dallas,119.07,90.48,92.06,4.33,2.57,7.04
40715,Texas,Hyde Park Schools,,,Travis,119.07,90.32,92.06,4.33,2.57,7.04
40716,Texas,St. Phillip's School And Community Center,,,Dallas,119.07,90.32,92.06,4.33,2.57,7.04
40717,Texas,Trinity Christian,,,Dallas,119.07,90.32,92.06,4.33,2.57,7.04
40718,Texas,Texas College Preparatory Academies,,,Denton,119.07,90.3,92.06,4.33,2.57,7.04
40719,Texas,Beatrice Mayes Institute,,,Harris,119.07,90.2,92.06,4.33,2.57,7.04
40720,Texas,Christ Community,,,Montgomery,119.07,90.0,92.06,4.33,2.57,7.04
40721,Texas,New Frontiers Public Schools,,,Bexar,119.07,90.0,92.06,4.33,2.57,7.04
40722,Texas,St. Paul Lutheran School Thorndale,,,Milam,119.07,90.0,92.06,4.33,2.57,7.04
40723,Texas,St. Stephen's Episcopal School Wimberley,,,Harris,119.07,90.0,92.06,4.33,2.57,7.04
40724,Texas,Treetops School International,,,Tarrant,119.07,89.74,92.06,4.33,2.57,7.04
40725,Texas,Alcuin,,,Dallas,119.07,89.66,92.06,4.33,2.57,7.04
40726,Texas,Discovery School Montessori Education,,,Hidalgo,119.07,89.66,92.06,4.33,2.57,7.04
40727,Texas,Calvary Christian Academy,,,Tarrant,119.07,89.47,92.06,4.33,2.57,7.04
40728,Texas,St. Cyprian's Episcopal School Lufkin,,,Angelina,119.07,89.47,92.06,4.33,2.57,7.04
40729,Texas,Montessori Children's House,,,Tarrant,119.07,89.29,92.06,4.33,2.57,7.04
40730,Texas,Ace Academy,,,Travis,119.07,88.89,92.06,4.33,2.57,7.04
40731,Texas,Covenant Academy,,,Harris,119.07,88.89,92.06,4.33,2.57,7.04
40732,Texas,Divine Savior Academy,,,Fort Bend,119.07,88.89,92.06,4.33,2.57,7.04
40733,Texas,Hill Country Montessori,,,Kendall,119.07,88.89,92.06,4.33,2.57,7.04
40734,Texas,Islamic Faith Academy,,,Smith,119.07,88.89,92.06,4.33,2.57,7.04
40735,Texas,Odyssey Academy Inc,,,Galveston,119.07,88.89,92.06,4.33,2.57,7.04
40736,Texas,Providence Academy,,,Rockwall,119.07,88.89,92.06,4.33,2.57,7.04
40737,Texas,Rolling Hills Catholic,,,Bexar,119.07,88.89,92.06,4.33,2.57,7.04
40738,Texas,The Clariden,,,Tarrant,119.07,88.89,92.06,4.33,2.57,7.04
40739,Texas,Cedars International Academy,,,Travis,119.07,88.68,92.06,4.33,2.57,7.04
40740,Texas,Salem Lutheran School Tomball,,,Harris,119.07,88.46,92.06,4.33,2.57,7.04
40741,Texas,Regents School Of Austin,,,Travis,119.07,88.33,92.06,4.33,2.57,7.04
40742,Texas,Mount St. Michael Catholic Sch,,,Dallas,119.07,88.24,92.06,4.33,2.57,7.04
40743,Texas,Temple Christian,,,Tarrant,119.07,88.24,92.06,4.33,2.57,7.04
40744,Texas,Trivium Academy,,,Collin,119.07,88.0,92.06,4.33,2.57,7.04
40745,Texas,Ut Tyler Innovation Academy,,,Smith,119.07,87.88,92.06,4.33,2.57,7.04
40746,Texas,Christ Episcopal School Nacogdoches,,,Nacogdoches,119.07,87.5,92.06,4.33,2.57,7.04
40747,Texas,El Paso Country Day,,,El Paso,119.07,87.5,92.06,4.33,2.57,7.04
40748,Texas,Family Christian Academy,,,Harris,119.07,87.5,92.06,4.33,2.57,7.04
40749,Texas,First Baptist School Corpus Christi,,,Nueces,119.07,87.5,92.06,4.33,2.57,7.04
40750,Texas,Gem Express Preschool & Kindergarten,,,Collin,119.07,87.5,92.06,4.33,2.57,7.04
40751,Texas,Lifestyle Christian,,,Montgomery,119.07,87.5,92.06,4.33,2.57,7.04
40752,Texas,Logos Preparatory,,,Fort Bend,119.07,87.5,92.06,4.33,2.57,7.04
40753,Texas,Nazarene Christian Academy,,,Tarrant,119.07,87.5,92.06,4.33,2.57,7.04
40754,Texas,St. Matthew's Episcopal School Edinburg,,,Hidalgo,119.07,87.5,92.06,4.33,2.57,7.04
40755,Texas,Summit Christian Academy,,,Kendall,119.07,87.5,92.06,4.33,2.57,7.04
40756,Texas,Summit Christian Academy Of Cedar Park,,,Williamson,119.07,87.5,92.06,4.33,2.57,7.04
40757,Texas,Zion Walburg Lutheran School Georgetown,,,Williamson,119.07,87.5,92.06,4.33,2.57,7.04
40758,Texas,Coram Deo Academy,,,Denton,119.07,87.18,92.06,4.33,2.57,7.04
40759,Texas,Covenant Christian Academy,,,Tarrant,119.07,87.18,92.06,4.33,2.57,7.04
40760,Texas,Holy Cross Christian Academy,,,Johnson,119.07,87.1,92.06,4.33,2.57,7.04
40761,Texas,Ovilla Christian,,,Ellis,119.07,86.96,92.06,4.33,2.57,7.04
40762,Texas,St. James Episcopal School Corpus Christi,,,Nueces,119.07,86.96,92.06,4.33,2.57,7.04
40763,Texas,First Baptist Christian Academy,,,Harris,119.07,86.84,92.06,4.33,2.57,7.04
40764,Texas,Primrose School Of Eagle Ranch,,,Tarrant,119.07,86.67,92.06,4.33,2.57,7.04
40765,Texas,Texas School Of The Arts,,,Tarrant,119.07,86.67,92.06,4.33,2.57,7.04
40766,Texas,University Of Texas Elementary Charter,,,Travis,119.07,86.05,92.06,4.33,2.57,7.04
40767,Texas,Bethesda Christian,,,Tarrant,119.07,85.71,92.06,4.33,2.57,7.04
40768,Texas,Covenant Classical,,,Tarrant,119.07,85.71,92.06,4.33,2.57,7.04
40769,Texas,Excel Adventist Academy,,,Fort Bend,119.07,85.71,92.06,4.33,2.57,7.04
40770,Texas,Full Armor Christian Academy,,,Rusk,119.07,85.71,92.06,4.33,2.57,7.04
40771,Texas,Primrose School Of College Station,,,Brazos,119.07,85.71,92.06,4.33,2.57,7.04
40772,Texas,Primrose School Of Plano West,,,Collin,119.07,85.71,92.06,4.33,2.57,7.04
40773,Texas,St. Paul Lutheran School Mcallen,,,Hidalgo,119.07,85.71,92.06,4.33,2.57,7.04
40774,Texas,Texas Empowerment Academy,,,Travis,119.07,85.71,92.06,4.33,2.57,7.04
40775,Texas,Trinity Lutheran School Amarillo,,,Potter,119.07,85.71,92.06,4.33,2.57,7.04
40776,Texas,Trinity School Of Texas Longview,,,Gregg,119.07,85.71,92.06,4.33,2.57,7.04
40777,Texas,East Fort Worth Montessori Academy,,,Tarrant,119.07,85.11,92.06,4.33,2.57,7.04
40778,Texas,A W Brown Leadership Academy,,,Dallas,119.07,85.1,92.06,4.33,2.57,7.04
40779,Texas,First Baptist Academy Of Baytown,,,Harris,119.07,85.0,92.06,4.33,2.57,7.04
40780,Texas,Lake Country Christian,,,Tarrant,119.07,85.0,92.06,4.33,2.57,7.04
40781,Texas,St. James Day School Texarkana,,,Bowie,119.07,85.0,92.06,4.33,2.57,7.04
40782,Texas,Texas Sch For The Deaf,,,Travis,119.07,85.0,92.06,4.33,2.57,7.04
40783,Texas,George Gervin Academy,,,Bexar,119.07,84.62,92.06,4.33,2.57,7.04
40784,Texas,St. Gregory Cathedral,,,Smith,119.07,84.62,92.06,4.33,2.57,7.04
40785,Texas,Trinity Christian Academy,,,Parker,119.07,84.62,92.06,4.33,2.57,7.04
40786,Texas,Plainview Christian Acad,,,Hale,119.07,84.21,92.06,4.33,2.57,7.04
40787,Texas,St. Mary's Central Catholic School - Odessa,,,Ector,119.07,84.09,92.06,4.33,2.57,7.04
40788,Texas,Inspired Vision Academy,,,Dallas,119.07,84.04,92.06,4.33,2.57,7.04
40789,Texas,Priority Charter Schools,,,Bell,119.07,84.0,92.06,4.33,2.57,7.04
40790,Texas,Texoma Christian,,,Grayson,119.07,84.0,92.06,4.33,2.57,7.04
40791,Texas,Aristoi Classical Academy,,,Harris,119.07,83.72,92.06,4.33,2.57,7.04
40792,Texas,Dallas International,,,Dallas,119.07,83.67,92.06,4.33,2.57,7.04
40793,Texas,Bridgeway Preparatory Academy,,,Dallas,119.07,83.33,92.06,4.33,2.57,7.04
40794,Texas,Dallas Christian,,,Dallas,119.07,83.33,92.06,4.33,2.57,7.04
40795,Texas,Darul Arqam Southeast,,,Harris,119.07,83.33,92.06,4.33,2.57,7.04
40796,Texas,Grace Lutheran Early Child Midland,,,Midland,119.07,83.33,92.06,4.33,2.57,7.04
40797,Texas,Islamic School Of San Antonio,,,Bexar,119.07,83.33,92.06,4.33,2.57,7.04
40798,Texas,Kirby Hall,,,Travis,119.07,83.33,92.06,4.33,2.57,7.04
40799,Texas,Providence Preparatory,,,Bell,119.07,83.33,92.06,4.33,2.57,7.04
40800,Texas,Southwest Preparatory,,,Bexar,119.07,83.33,92.06,4.33,2.57,7.04
40801,Texas,Step Charter,,,Harris,119.07,83.33,92.06,4.33,2.57,7.04
40802,Texas,The Westview,,,Harris,119.07,83.33,92.06,4.33,2.57,7.04
40803,Texas,Coram Deo Academy Of Collin County,,,Collin,119.07,82.98,92.06,4.33,2.57,7.04
40804,Texas,Grapevine Faith Christian,,,Tarrant,119.07,82.76,92.06,4.33,2.57,7.04
40805,Texas,Garland Christian Academy,,,Dallas,119.07,82.35,92.06,4.33,2.57,7.04
40806,Texas,Victory Baptist Academy,,,Parker,119.07,82.35,92.06,4.33,2.57,7.04
40807,Texas,Keene Adventist El,,,Johnson,119.07,81.82,92.06,4.33,2.57,7.04
40808,Texas,New Century Montessori Academy,,,Dallas,119.07,81.82,92.06,4.33,2.57,7.04
40809,Texas,The Covenant School Of Dallas,,,Dallas,119.07,81.25,92.06,4.33,2.57,7.04
40810,Texas,The Oakridge,,,Tarrant,119.07,81.25,92.06,4.33,2.57,7.04
40811,Texas,Torah Day,,,Harris,119.07,81.25,92.06,4.33,2.57,7.04
40812,Texas,Allen Academy,,,Brazos,119.07,80.95,92.06,4.33,2.57,7.04
40813,Texas,Lakeland Christian Academy,,,Denton,119.07,80.95,92.06,4.33,2.57,7.04
40814,Texas,Saint Peter's Classical,,,Tarrant,119.07,80.95,92.06,4.33,2.57,7.04
40815,Texas,Brazos School For Inquiry & Creativity,,,Brazos,119.07,80.6,92.06,4.33,2.57,7.04
40816,Texas,Ambleside School Of San Angelo,,,Tom Green,119.07,80.0,92.06,4.33,2.57,7.04
40817,Texas,Chaparral Star Academy,,,Travis,119.07,80.0,92.06,4.33,2.57,7.04
40818,Texas,Covenant Christian,,,Montgomery,119.07,80.0,92.06,4.33,2.57,7.04
40819,Texas,Good Tree Academy,,,Collin,119.07,80.0,92.06,4.33,2.57,7.04
40820,Texas,Harvest Christian Academy,,,Tarrant,119.07,80.0,92.06,4.33,2.57,7.04
40821,Texas,Itop Christian Academy,,,Tarrant,119.07,80.0,92.06,4.33,2.57,7.04
40822,Texas,Legacy Preperatory Christian Academy,,,Montgomery,119.07,80.0,92.06,4.33,2.57,7.04
40823,Texas,Pantego Christian Academy,,,Tarrant,119.07,80.0,92.06,4.33,2.57,7.04
40824,Texas,Park Row Christian Academy,,,Tarrant,119.07,80.0,92.06,4.33,2.57,7.04
40825,Texas,San Marcos Adventist Junior Academy,,,Hays,119.07,80.0,92.06,4.33,2.57,7.04
40826,Texas,St. Paul Lutheran School Bishop,,,Nueces,119.07,80.0,92.06,4.33,2.57,7.04
40827,Texas,Terlingua CSD,,,Brewster,119.07,80.0,92.06,4.33,2.57,7.04
40828,Texas,Trinity Christian Academy Paris,,,Lamar,119.07,80.0,92.06,4.33,2.57,7.04
40829,Texas,Ume Preparatory Academy,,,Dallas,119.07,80.0,92.06,4.33,2.57,7.04
40830,Texas,Wesley Academy,,,Harris,119.07,80.0,92.06,4.33,2.57,7.04
40831,Texas,Faith Academy,,,Austin,119.07,78.95,92.06,4.33,2.57,7.04
40832,Texas,South Texas Christian Academy,,,Hidalgo,119.07,78.57,92.06,4.33,2.57,7.04
40833,Texas,Esprit International,,,Montgomery,119.07,77.78,92.06,4.33,2.57,7.04
40834,Texas,Holy Trinity Episcopal School Houston,,,Harris,119.07,77.78,92.06,4.33,2.57,7.04
40835,Texas,King's Academy Christian,,,Smith,119.07,77.78,92.06,4.33,2.57,7.04
40836,Texas,Montessori Academy Of North Texas,,,Grayson,119.07,77.78,92.06,4.33,2.57,7.04
40837,Texas,Poetry Community Christian Schools,,,Kaufman,119.07,77.78,92.06,4.33,2.57,7.04
40838,Texas,Waco Baptist Academy,,,Mclennan,119.07,77.78,92.06,4.33,2.57,7.04
40839,Texas,Waxahachie Preparatory Academy,,,Ellis,119.07,77.78,92.06,4.33,2.57,7.04
40840,Texas,Abiding Word Lutheran,,,Harris,119.07,76.92,92.06,4.33,2.57,7.04
40841,Texas,Denton Calvary Academy,,,Denton,119.07,76.92,92.06,4.33,2.57,7.04
40842,Texas,International School Of Texas,,,Travis,119.07,76.92,92.06,4.33,2.57,7.04
40843,Texas,Hill Country Christian School Of Austin,,,Travis,119.07,76.67,92.06,4.33,2.57,7.04
40844,Texas,Liberty Christian H S,,,Denton,119.07,76.36,92.06,4.33,2.57,7.04
40845,Texas,Grace Academy Of Georgetown,,,Williamson,119.07,75.86,92.06,4.33,2.57,7.04
40846,Texas,The Woodlands Christian Academy,,,Montgomery,119.07,75.76,92.06,4.33,2.57,7.04
40847,Texas,Headwaters,,,Travis,119.07,75.61,92.06,4.33,2.57,7.04
40848,Texas,Abercrombie Academy,,,Harris,119.07,75.0,92.06,4.33,2.57,7.04
40849,Texas,Alliance Christian Academy,,,Tarrant,119.07,75.0,92.06,4.33,2.57,7.04
40850,Texas,Community Christian School-Mineral Wells,,,Palo Pinto,119.07,75.0,92.06,4.33,2.57,7.04
40851,Texas,Faith Academy Of Marble Falls,,,Burnet,119.07,75.0,92.06,4.33,2.57,7.04
40852,Texas,Grace Episcopal Preschool,,,Williamson,119.07,75.0,92.06,4.33,2.57,7.04
40853,Texas,Grace Lutheran,,,Washington,119.07,75.0,92.06,4.33,2.57,7.04
40854,Texas,Mission Bend Christian Academy,,,Harris,119.07,75.0,92.06,4.33,2.57,7.04
40855,Texas,Temple Christian Academy,,,Denton,119.07,75.0,92.06,4.33,2.57,7.04
40856,Texas,Ser-Ninos Charter,,,Harris,119.07,74.58,92.06,4.33,2.57,7.04
40857,Texas,Gloria Deo Academy,,,Comal,119.07,74.07,92.06,4.33,2.57,7.04
40858,Texas,Goodwater Montessori,,,Williamson,119.07,73.91,92.06,4.33,2.57,7.04
40859,Texas,Pines Montessori,,,Harris,119.07,73.68,92.06,4.33,2.57,7.04
40860,Texas,Village Tech Schools,,,Dallas,119.07,73.17,92.06,4.33,2.57,7.04
40861,Texas,First Baptist Christian School Marble Falls,,,Burnet,119.07,72.73,92.06,4.33,2.57,7.04
40862,Texas,Kingdom Preparatory,,,Lubbock,119.07,72.73,92.06,4.33,2.57,7.04
40863,Texas,Oak Hill Academy,,,Dallas,119.07,72.73,92.06,4.33,2.57,7.04
40864,Texas,Primrose School Of Bee Cave,,,Travis,119.07,72.73,92.06,4.33,2.57,7.04
40865,Texas,Valor Public Schools,,,Travis,119.07,72.6,92.06,4.33,2.57,7.04
40866,Texas,Wayside Schools,,,Travis,119.07,72.28,92.06,4.33,2.57,7.04
40867,Texas,Trinity Episcopal School Galveston,,,Galveston,119.07,72.0,92.06,4.33,2.57,7.04
40868,Texas,Coram Deo Academy,,,Dallas,119.07,71.43,92.06,4.33,2.57,7.04
40869,Texas,Cornerstone Christian Academy Granbury,,,Hood,119.07,71.43,92.06,4.33,2.57,7.04
40870,Texas,Morning Star Academy,,,Fannin,119.07,71.43,92.06,4.33,2.57,7.04
40871,Texas,North Dallas Adventist Academy,,,Dallas,119.07,71.43,92.06,4.33,2.57,7.04
40872,Texas,Primrose School Of Old Orchard,,,Denton,119.07,71.43,92.06,4.33,2.57,7.04
40873,Texas,The Selwyn,,,Denton,119.07,71.43,92.06,4.33,2.57,7.04
40874,Texas,Collin County Cornerstone Christian Acad,,,Collin,119.07,70.59,92.06,4.33,2.57,7.04
40875,Texas,St. Paul Serbin Lutheran School Giddings,,,Lee,119.07,70.0,92.06,4.33,2.57,7.04
40876,Texas,Veritas Academy,,,Travis,119.07,69.23,92.06,4.33,2.57,7.04
40877,Texas,Waypoint Montessori,,,Tarrant,119.07,68.18,92.06,4.33,2.57,7.04
40878,Texas,Wylie Preparatory,,,Collin,119.07,68.18,92.06,4.33,2.57,7.04
40879,Texas,Cleburne Christian Academy,,,Johnson,119.07,66.67,92.06,4.33,2.57,7.04
40880,Texas,Cross Point Preschool Katy,,,Harris,119.07,66.67,92.06,4.33,2.57,7.04
40881,Texas,Dalhart Christian Academy,,,Dallam,119.07,66.67,92.06,4.33,2.57,7.04
40882,Texas,Firewheel Christian Academy,,,Dallas,119.07,66.67,92.06,4.33,2.57,7.04
40883,Texas,Iant Quranic Academy,,,Dallas,119.07,66.67,92.06,4.33,2.57,7.04
40884,Texas,Koan,,,Denton,119.07,66.67,92.06,4.33,2.57,7.04
40885,Texas,San Martin De Porres Catholic,,,Hidalgo,119.07,66.67,92.06,4.33,2.57,7.04
40886,Texas,The Monarch,,,Harris,119.07,66.67,92.06,4.33,2.57,7.04
40887,Texas,Live Oak Classical,,,Mclennan,119.07,65.52,92.06,4.33,2.57,7.04
40888,Texas,Brazosport Christian,,,Brazoria,119.07,64.29,92.06,4.33,2.57,7.04
40889,Texas,Alief Montessori Community,,,Harris,119.07,64.1,92.06,4.33,2.57,7.04
40890,Texas,Austin Discovery,,,Travis,119.07,63.51,92.06,4.33,2.57,7.04
40891,Texas,Bannockburn Christian Academy,,,Travis,119.07,62.5,92.06,4.33,2.57,7.04
40892,Texas,Christian Life Preparatory,,,Tarrant,119.07,62.5,92.06,4.33,2.57,7.04
40893,Texas,St. Paul's Preparatory Academy,,,Tarrant,119.07,61.9,92.06,4.33,2.57,7.04
40894,Texas,Mckinney Christian Academy,,,Collin,119.07,61.54,92.06,4.33,2.57,7.04
40895,Texas,Austin Waldorf,,,Travis,119.07,58.82,92.06,4.33,2.57,7.04
40896,Texas,Lubbock Christian,,,Lubbock,119.07,57.89,92.06,4.33,2.57,7.04
40897,Texas,Bethany Christian,,,Collin,119.07,57.14,92.06,4.33,2.57,7.04
40898,Texas,Joshua Adventist Multi-Gr Sch,,,Johnson,119.07,55.56,92.06,4.33,2.57,7.04
40899,Texas,Ambleside School Of Fredericksburg,,,Gillespie,119.07,54.55,92.06,4.33,2.57,7.04
40900,Texas,The Connection School Of Houston,,,Harris,119.07,53.85,92.06,4.33,2.57,7.04
40901,Texas,Primrose School Of Kelliwood,,,Harris,119.07,52.38,92.06,4.33,2.57,7.04
40902,Texas,Al-Hadi School Of Accelerated Learning,,,Harris,119.07,50.0,92.06,4.33,2.57,7.04
40903,Texas,Alpine Christian,,,Brewster,119.07,50.0,92.06,4.33,2.57,7.04
40904,Texas,Messiah Classical Academy,,,Tarrant,119.07,50.0,92.06,4.33,2.57,7.04
40905,Texas,Pilgrim Lutheran School Houston,,,Harris,119.07,50.0,92.06,4.33,2.57,7.04
40906,Texas,The Oaks Adventist Christian,,,Harris,119.07,50.0,92.06,4.33,2.57,7.04
40907,Texas,Paratus Classical Academy,,,Harris,119.07,45.45,92.06,4.33,2.57,7.04
40908,Texas,Guthrie CSD,,,King,119.07,33.33,92.06,4.33,2.57,7.04
40909,Texas,Crown Of Life Lutheran School Colleyville,,,Tarrant,119.07,16.67,92.06,4.33,2.57,7.04
40910,Utah,Antimony Elementary,Public,Antimony,Garfield,4.0,100.0,92.06,0.31,0.36,4.62
40911,Utah,Blessed Sacrament,Private,Sandy,Salt Lake,128.0,100.0,92.06,0.31,0.36,4.62
40912,Utah,Bluff Elementary,Public,Bluff,San Juan,100.0,100.0,92.06,0.31,0.36,4.62
40913,Utah,Book Cliff Elementary,Public,Green River,Emery,10.0,100.0,92.06,0.31,0.36,4.62
40914,Utah,Canyon View,Public,Ogden,Weber,12.0,100.0,92.06,0.31,0.36,4.62
40915,Utah,Channing Hall,Public,Draper,Salt Lake,468.0,100.0,92.06,0.31,0.36,4.62
40916,Utah,Coral Canyon Elementary,Public,Washington,Washington,521.0,100.0,92.06,0.31,0.36,4.62
40917,Utah,Escalante Elementary -Slc,Public,Salt Lake City,Salt Lake,462.0,100.0,92.06,0.31,0.36,4.62
40918,Utah,Eureka Elementary,Public,Eureka,Juab,92.0,100.0,92.06,0.31,0.36,4.62
40919,Utah,Flaming Gorge Elementary,Public,Dutch John,Daggett,36.0,100.0,92.06,0.31,0.36,4.62
40920,Utah,Granger Elementary,Public,West Valley City,Salt Lake,829.0,100.0,92.06,0.31,0.36,4.62
40921,Utah,Grouse Creek,Public,Grouse Creek,Box Elder,6.0,100.0,92.06,0.31,0.36,4.62
40922,Utah,Hanksville Elementary,Public,Hanksville,Wayne,14.0,100.0,92.06,0.31,0.36,4.62
40923,Utah,Hillside Elementary,Public,West Valley City,Salt Lake,610.0,100.0,92.06,0.31,0.36,4.62
40924,Utah,Iqra Academy Of Utah,Private,West Valley City,Salt Lake,45.0,100.0,92.06,0.31,0.36,4.62
40925,Utah,Je Cosgriff Memorial,Private,Salt Lake City,Salt Lake,216.0,100.0,92.06,0.31,0.36,4.62
40926,Utah,Kearns - St. Ann,Private,Salt Lake City,Salt Lake,122.0,100.0,92.06,0.31,0.36,4.62
40927,Utah,Koosharem Elementary,Public,Koosharem,Sevier,39.0,100.0,92.06,0.31,0.36,4.62
40928,Utah,La Sal Elementary,Public,La Sal,San Juan,12.0,100.0,92.06,0.31,0.36,4.62
40929,Utah,Mana Academy Charter,Public,West Valley City,Salt Lake,257.0,100.0,92.06,0.31,0.36,4.62
40930,Utah,Oak Springs,Public,Provo,Utah,16.0,100.0,92.06,0.31,0.36,4.62
40931,Utah,Our Lady Of Lourdes,Private,Salt Lake City,Salt Lake,174.0,100.0,92.06,0.31,0.36,4.62
40932,Utah,Pleasant Green Elementary,Public,Magna,Salt Lake,628.0,100.0,92.06,0.31,0.36,4.62
40933,Utah,Provo Canyon,Private,Provo,Utah,18.0,100.0,92.06,0.31,0.36,4.62
40934,Utah,St.Joseph Catholic,Private,Ogden,Weber,241.0,100.0,92.06,0.31,0.36,4.62
40935,Utah,St.Marguerite Catholic,Private,Tooele,Tooele,10.0,100.0,92.06,0.31,0.36,4.62
40936,Utah,St.Olaf,Private,Bountiful,Davis,100.0,100.0,92.06,0.31,0.36,4.62
40937,Utah,Twin Peaks Elementary,Public,Salt Lake City,Salt Lake,378.0,100.0,92.06,0.31,0.36,4.62
40938,Utah,Utah Schools For The Deaf & Blind At Ogden,Public,Ogden,Weber,26.0,100.0,92.06,0.31,0.36,4.62
40939,Utah,Vernon Elementary,Public,Vernon,Tooele,20.0,100.0,92.06,0.31,0.36,4.62
40940,Utah,West Desert Elementary,Public,Trout Creek,Juab,11.0,100.0,92.06,0.31,0.36,4.62
40941,Utah,Western Hills Elementary,Public,Kearns,Salt Lake,384.0,100.0,92.06,0.31,0.36,4.62
40942,Utah,West Kearns Elementary,Public,Kearns,Salt Lake,711.0,99.86,92.06,0.31,0.14,4.62
40943,Utah,Philo T. Farnsworth Elementary,Public,West Valley City,Salt Lake,558.0,99.82,92.06,0.31,0.36,0.18
40944,Utah,Thomas O. Smith Elementary,Public,Ogden,Weber,500.0,99.8,92.06,0.31,0.36,0.2
40945,Utah,Edison Elementary-Slc,Public,Salt Lake City,Salt Lake,452.0,99.78,92.06,0.31,0.36,0.22
40946,Utah,Backman Elementary,Public,Salt Lake City,Salt Lake,413.0,99.76,92.06,0.31,0.36,4.62
40947,Utah,Adams Elementary-Logan,Public,Logan,Cache,352.0,99.72,92.06,0.31,0.36,0.28
40948,Utah,Ellis Elementary,Public,Logan,Cache,360.0,99.72,92.06,0.31,0.36,0.28
40949,Utah,Hillsdale Elementary,Public,West Valley City,Salt Lake,677.0,99.7,92.06,0.31,0.3,4.62
40950,Utah,Valley Crest Elementary,Public,West Valley City,Salt Lake,604.0,99.67,92.06,0.31,0.36,0.17
40951,Utah,Bridger Elementary,Public,Logan,Cache,695.0,99.57,92.06,0.31,0.36,0.43
40952,Utah,Taylorsville Elementary,Public,Salt Lake City,Salt Lake,453.0,99.56,92.06,0.31,0.36,0.44
40953,Utah,Franklin Elementary - Slc,Public,Salt Lake City,Salt Lake,405.0,99.51,92.06,0.31,0.36,0.49
40954,Utah,Rolling Meadows Elementary,Public,Salt Lake City,Salt Lake,604.0,99.5,92.06,0.31,0.5,4.62
40955,Utah,Jackling Elementary,Public,West Valley City,Salt Lake,396.0,99.49,92.06,0.31,0.36,4.62
40956,Utah,Mountain View Elementary-Slc,Public,Salt Lake City,Salt Lake,570.0,99.47,92.06,0.31,0.36,0.53
40957,Utah,North Star Elementary,Public,Salt Lake City,Salt Lake,564.0,99.47,92.06,0.53,0.36,4.62
40958,Utah,St.Vincent De Paul,Private,Salt Lake City,Salt Lake,187.0,99.47,92.06,0.31,0.53,4.62
40959,Utah,Liberty Elementary-Slc,Public,Salt Lake City,Salt Lake,348.0,99.43,92.06,0.31,0.36,0.57
40960,Utah,Panorama Elementary,Public,St. George,Washington,506.0,99.41,92.06,0.31,0.36,0.59
40961,Utah,Redwood Elementary,Public,Salt Lake City,Salt Lake,662.0,99.4,92.06,0.31,0.36,4.62
40962,Utah,Hillcrest Elementary-Logan,Public,Logan,Cache,474.0,99.37,92.06,0.31,0.36,0.63
40963,Utah,Rose Park Elementary,Public,Salt Lake City,Salt Lake,392.0,99.23,92.06,0.31,0.36,0.77
